Florida.County,Year,Month,Day,Date,Time,Time.Zone,Event.Type,Deaths,Injuries,Property Damage ($),Crop Damage ($)
INLAND BAY,2020,9,16,9/16/2020,14:00,EST-5,Tropical Storm,0,0,0,0
COASTAL GULF,2020,9,16,9/16/2020,14:00,EST-5,Tropical Storm,0,0,0,0
HOLMES,2020,9,16,9/16/2020,14:00,EST-5,Tropical Storm,0,0,0,0
WASHINGTON,2020,9,16,9/16/2020,14:00,EST-5,Tropical Storm,0,0,0,0
SOUTH WALTON,2020,9,16,9/16/2020,14:00,EST-5,Tropical Storm,0,0,0,0
NORTH WALTON,2020,9,16,9/16/2020,14:00,EST-5,Tropical Storm,0,0,0,0
ESCAMBIA COASTAL,2020,10,28,10/28/2020,20:00,CST-6,Tropical Storm,0,0,0,0
ESCAMBIA INLAND,2020,10,28,10/28/2020,20:00,CST-6,Tropical Storm,0,0,0,0
MONROE/LOWER KEYS,2020,11,7,11/7/2020,4:15,EST-5,Tropical Storm,0,0,3000,0
MONROE/MIDDLE KEYS,2020,11,7,11/7/2020,4:45,EST-5,Tropical Storm,0,0,0,0
MONROE/UPPER KEYS,2020,11,8,11/8/2020,5:45,EST-5,Tropical Storm,0,1,5.00E+05,0
METRO BROWARD COUNTY (ZO...,2020,11,8,11/8/2020,11:00,EST-5,Tropical Storm,0,0,0,0
COASTAL BROWARD COUNTY (...,2020,11,8,11/8/2020,14:00,EST-5,Tropical Storm,0,0,0,0
COASTAL PALM BEACH COUNT...,2020,11,8,11/8/2020,14:00,EST-5,Tropical Storm,0,0,0,0
INLAND MIAMI-DADE,2020,11,8,11/8/2020,17:00,EST-5,Tropical Storm,0,0,0,0
FAR SOUTH MIAMI-DADE COU...,2020,11,8,11/8/2020,17:00,EST-5,Tropical Storm,0,0,0,0
METROPOLITAN MIAMI-DADE ...,2020,11,8,11/8/2020,17:00,EST-5,Tropical Storm,0,0,0,0
COASTAL MIAMI-DADE COUNT...,2020,11,8,11/8/2020,17:00,EST-5,Tropical Storm,0,0,0,0
MARTIN,2020,11,8,11/8/2020,18:00,EST-5,Tropical Storm,0,0,0,0
ST. LUCIE,2020,11,8,11/8/2020,18:00,EST-5,Tropical Storm,0,0,0,0
INDIAN RIVER,2020,11,8,11/8/2020,19:00,EST-5,Tropical Storm,0,0,0,0
METRO PALM BEACH COUNTY ...,2020,11,8,11/8/2020,20:00,EST-5,Tropical Storm,0,0,0,0
BREVARD,2020,11,8,11/8/2020,21:00,EST-5,Tropical Storm,0,0,0,0
INLAND CHARLOTTE,2020,11,8,11/8/2020,23:23,EST-5,Tropical Storm,0,0,0,0
HIGHLANDS,2020,11,8,11/8/2020,23:55,EST-5,Tropical Storm,0,0,0,0
INLAND CITRUS,2020,11,9,11/9/2020,2:15,EST-5,Tropical Storm,0,0,0,0
INLAND HILLSBOROUGH (ZON...,2020,11,9,11/9/2020,3:23,EST-5,Tropical Storm,0,0,0,0
INLAND LEE,2020,11,9,11/9/2020,4:46,EST-5,Tropical Storm,0,0,0,0
POLK,2020,11,9,11/9/2020,4:55,EST-5,Tropical Storm,0,0,0,0
PINELLAS,2020,11,9,11/9/2020,14:39,EST-5,Tropical Storm,0,0,0,0
MONROE/LOWER KEYS,2020,11,11,11/11/2020,1:40,EST-5,Tropical Storm,0,0,3000,0
INLAND CHARLOTTE,2020,11,11,11/11/2020,11:47,EST-5,Tropical Storm,0,0,0,0
COASTAL CHARLOTTE,2020,11,11,11/11/2020,11:47,EST-5,Tropical Storm,0,0,1.00E+05,0
INLAND LEE,2020,11,11,11/11/2020,12:31,EST-5,Tropical Storm,0,0,0,0
COASTAL LEE,2020,11,11,11/11/2020,12:31,EST-5,Tropical Storm,0,0,1.00E+05,0
INLAND SARASOTA,2020,11,11,11/11/2020,14:55,EST-5,Tropical Storm,0,0,0,0
INLAND MANATEE,2020,11,11,11/11/2020,16:39,EST-5,Tropical Storm,0,0,0,0
COASTAL MANATEE,2020,11,11,11/11/2020,16:39,EST-5,Tropical Storm,0,0,10300000,0
PINELLAS,2020,11,11,11/11/2020,17:03,EST-5,Tropical Storm,0,0,40100000,0
COASTAL DUVAL,2020,11,11,11/11/2020,20:10,EST-5,Tropical Storm,0,0,0,0
INLAND HILLSBOROUGH (ZON...,2020,11,11,11/11/2020,20:31,EST-5,Tropical Storm,0,0,0,0
INLAND HILLSBOROUGH (ZON...,2020,11,11,11/11/2020,20:31,EST-5,Tropical Storm,0,0,0,0
COASTAL HERNANDO,2020,11,11,11/11/2020,22:54,EST-5,Tropical Storm,0,0,0,0
INLAND HERNANDO,2020,11,11,11/11/2020,22:54,EST-5,Tropical Storm,0,0,0,0
INLAND LEVY,2020,11,12,11/12/2020,0:21,EST-5,Tropical Storm,0,0,0,0
COASTAL LEVY,2020,11,12,11/12/2020,0:21,EST-5,Tropical Storm,0,0,0,0
INLAND CITRUS,2020,11,12,11/12/2020,0:35,EST-5,Tropical Storm,0,0,0,0
COASTAL CITRUS,2020,11,12,11/12/2020,0:35,EST-5,Tropical Storm,0,0,0,0
INLAND PASCO,2020,11,12,11/12/2020,1:35,EST-5,Tropical Storm,0,0,0,0
POLK,2020,11,12,11/12/2020,1:35,EST-5,Tropical Storm,0,0,0,0
EASTERN ALACHUA,2020,11,12,11/12/2020,2:53,EST-5,Tropical Storm,0,0,0,0
INLAND CITRUS,2020,11,12,11/12/2020,6:00,EST-5,Tropical Storm,0,0,25000,0
INALND ST. JOHNS,2020,11,12,11/12/2020,6:30,EST-5,Tropical Storm,0,0,0,0
COASTAL ST. JOHNS,2020,11,12,11/12/2020,6:33,EST-5,Tropical Storm,0,0,0,0
INLAND DUVAL,2020,11,12,11/12/2020,6:53,EST-5,Tropical Storm,0,0,0,0
COASTAL NASSAU,2020,11,12,11/12/2020,9:36,EST-5,Tropical Storm,0,0,0,0
CENTRAL MARION,2020,11,12,11/12/2020,10:00,EST-5,Tropical Storm,0,0,0,0
